Time/s,,TimeCorrected, Height/m     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.747999907,,"68.34799991,","4.341256142,",,"68.34799991,","4.341256142,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.867000103,,"68.4670001,","4.16950798,",,"68.4670001,","4.16950798,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.984999847,,"68.58499985,","3.744102001,",,"68.58499985,","3.744102001,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.104000092,,"68.70400009,","3.659549236,",,"68.70400009,","3.659549236,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.220999956,,"68.82099996,","3.149590492,",,"68.82099996,","3.149590492,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.339999914,,"68.93999991,","2.639631748,",,"68.93999991,","2.639631748,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0,","0.018,","0.136999989,","0.254999995,","0.374000025,","0.490999985,","0.610000038,","0.728999996,","0.847000027,","0.965999985,","1.082999945,","1.202000022,","1.320000052,","1.439000034,","1.555999994,","1.674999952,","1.794000053,","1.911999893,","2.030999899,","2.148000002,","2.280999899,","2.414000034,","2.546999931,","2.678999901,","2.812000084,","2.944999886,","3.076999903,","3.210000038,","3.342000008,","3.474999905,","3.608999968,","3.740999937,","3.874000072,","4.006000042,","4.138999939,","4.271999836,","4.403999805,","4.537000179,","4.669000149,","4.802999973,","4.934999943,","5.06799984,","5.199999809,","5.333000183,","5.46600008,","5.59800005,","5.730999947,","5.862999916,","5.997000217,","6.129000187,","6.262000084,","6.394000053,","6.52699995,","6.65899992,","6.791999817,","6.925000191,","7.05700016,","7.190999985,","7.322999954,","7.455999851,","7.587999821,","7.721000195,","7.853000164,","7.986000061,","8.118000031,","8.251000404,","8.383999825,","8.517000198,","8.649999619,","8.781999588,","8.914999962,","9.046999931,","9.180000305,","9.312000275,","9.444999695,","9.576999664,","9.711000443,","9.843999863,","9.975999832,","10.10900021,","10.24100018,","10.3739996,","10.50699997,","10.63899994,","10.77200031,","10.90499973,","11.03800011,","11.17000008,","11.30300045,","11.43500042,","11.56799984,","11.70100021,","11.83300018,","11.9659996,","12.09899998,","12.23200035,","12.36499977,","12.49699974,","12.63000011,","12.76200008,","12.89500046,","13.02700043,","13.15999985,","13.29399967,","13.42599964,","13.55900002,","13.69099998,","13.82400036,","13.95699978,","14.08899975,","14.22200012,","14.35400009,","14.48799992,","14.62100029,","14.75300026,","14.88599968,","15.01799965,","15.15100002,","15.28299999,","15.41600037,","15.54899979,","15.68200016,","15.81499958,","15.94699955,","16.07999992,","16.21199989,","16.34499931,","16.47800064,","16.61000061,","16.74300003,","16.875,","17.00900078,","17.14100075,","17.27400017,","17.40699959,","17.53899956,","17.67200089,","17.80400085,","17.93700027,","18.07099915,","18.20299911,","18.33600044,","18.46800041,","18.60099983,","18.73399925,","18.86599922,","18.99900055,","19.13100052,","19.26399994,","19.39800072,","19.53000069,","19.66300011,","19.79500008,","19.9279995,","20.06100082,","20.19300079,","20.32600021,","20.45800018,","20.59199905,","20.72400093,","20.85700035,","20.98999977,","21.12199974,","21.25499916,","21.38699913,","21.52000046,","21.65200043,","21.7859993,","21.91799927,","22.0510006,","22.18400002,","22.31599998,","22.4489994,","22.58099937,","22.7140007,","22.84600067,","22.97999954,","23.11300087,","23.24500084,","23.37800026,","23.51099968,","23.64299965,","23.77599907,","23.90800095,","24.04100037,","24.17499924,","24.30699921,","24.44000053,","24.5720005,","24.70499992,","24.83699989,","24.96999931,","25.10300064,","25.23500061,","25.36899948,","25.50200081,","25.63400078,","25.7670002,","25.89900017,","26.03199959,","26.16500092,","26.29700089,","26.43000031,","26.56299973,","26.69599915,","26.82799911,","26.96100044,","27.09399986,","27.22599983,","27.35899925,","27.49200058,","27.62400055,","27.75799942,","27.88999939,","28.02300072,","28.15600014,","28.28800011,","28.42099953,","28.5529995,","28.68600082,","28.81900024,","28.95199966,","29.08499908,","29.21699905,","29.35000038,","29.48200035,","29.61499977,","29.74699974,","29.87999916,","30.01300049,","30.14599991,","30.27899933,","30.4109993,","30.54400063,","30.67700005,","30.80900002,","30.94199944,","31.0739994,","31.20700073,","31.3409996,","31.47299957,","31.6060009,","31.73900032,","31.87100029,","32.00400162,","32.13600159,","32.26900101,","32.40200043,","32.53499985,","32.66799927,","32.88499939,","33.01699936,","33.14999878,","33.28199875,","33.41499817,","33.5480014,","33.67999947,","33.81400024,","33.94699966,","34.07899963,","34.21199905,","34.34400093,","34.47700035,","34.60999977,","34.74199974,","34.87499916,","35.00899994,","35.14099991,","35.27399933,","35.4059993,","35.53900063,","35.67200005,","35.80400002,","35.93699944,","36.06899941,","36.20300018,","36.3359996,","36.46799957,","36.6010009,","36.73400032,","36.86600029,","36.99899971,","37.13099968,","37.2639991,","37.39599907,","37.52999985,","37.66299927,","37.79499924,","37.92800056,","38.06099998,","38.19299995,","38.32599937,","38.45799934,","38.59100067,","38.72400009,","38.85699951,","38.99000084,","39.12200081,","39.25500023,","39.3870002,","39.51999962,","39.65300095,","39.78500092,","39.91899979,","40.05199921,","40.18399918,","40.3170005,","40.44900047,","40.58199989,","40.71399986,","40.84699928,","40.97899925,","41.11300003,","41.245,","41.37799942,","41.51100075,","41.64300072,","41.77600014,","41.90800011,","42.04099953,","42.17400085,","42.30700027,","42.43999969,","42.57199966,","42.70499908,","42.83699905,","42.97000038,","43.10200035,","43.23499977,","43.36699974,","43.50100052,","43.63300049,","43.76599991,","43.89899933,","44.0309993,","44.16400063,","44.2960006,","44.42900002,","44.56099998,","44.69500076,","44.82800018,","44.96000015,","45.09299957,","45.22499954,","45.35800087,","45.49000084,","45.62300026,","45.75500023,","45.8889991,","46.02099907,","46.1540004,","46.28600037,","46.41899979,","46.55199921,","46.68399918,","46.8170005,","46.94900047,","47.08299934,","47.21600067,","47.34800064,","47.48100006,","47.61300003,","47.74599945,","47.87900078,","48.01100075,","48.14400017,","48.27600014,","48.41000092,","48.54200089,","48.67500031,","48.80799973,","48.93999969,","49.07299912,","49.20499908,","49.33800041,","49.47099983,","49.60399925,","49.73699963,","49.87,","50.00199997,","50.13500034,","50.26700031,","50.39999973,","50.53300011,","50.66500008,","50.7989999,","50.93099987,","51.06400024,","51.19699966,","51.32899963,","51.46200001,","51.59399998,","51.72700035,","51.85999977,","51.99300015,","52.12599957,","52.25799953,","52.39099991,","52.52400028,","52.65600025,","52.78899967,","52.92099964,","53.05400002,","53.18700039,","53.31999981,","53.45300018,","53.58500015,","53.71799957,","53.84999954,","53.98299992,","54.11600029,","54.24800026,","54.38200008,","54.51400005,","54.64700043,","54.77999985,","54.91199982,","55.93200027,","55.94999992,","56.06900036,","56.18700039,","56.30599987,","56.4239999,","56.54199993,","56.66100037,","56.7790004,","56.89799988,","57.01500046,","57.13399994,","57.25300037,","57.3710004,","57.58899986,","57.59599983,","57.61699974,","57.73499977,","57.85400021,","57.97300016,","58.09100019,","58.20900023,","58.32699978,","58.44600021,","58.56399977,","58.6819998,","58.80100023,","58.91899979,","59.03800022,","59.25600016,","59.37500011,","59.49200022,","59.61100018,","59.72900021,","59.84800016,","59.96499979,","60.08400023,","60.20300018,","60.32100021,","60.44000017,","60.5569998,","60.67600023,","60.79399979,","60.91300022,","61.03099978,","61.14899981,","61.26799976,","61.38599979,","61.50500023,","61.62200005,","61.7410001,","61.86000001,","61.97800004,","62.09600007,","62.2140001,","62.33300006,","62.45100009,","62.56899988,","62.68800003,","62.80600006,","62.92500007,","63.0430001,","63.16099989,","63.27899992,","63.39800012,","63.51700007,","63.63400003,","63.75299999,","63.87100002,","63.98999998,","64.10800001,","64.22599995,","64.34500002,","64.46300005,","64.58200001,","64.699,","64.81800005,","64.93599998,","65.05499999,","65.174,","65.291,","65.41000001,","65.528,","65.627,","65.744,","65.86300001,","65.98199999,","66.1,","66.21799998,","66.33600001,","66.45500002,","66.57299995,","66.69200001,","66.81000004,","66.92799995,","67.04700003,","67.16500006,","67.28299999,","67.40100002,","67.51999998,","67.63900003,","67.75700006,","67.8750001,","67.99299989,","68.11200008,","68.23000011,","68.34799991,","68.4670001,","68.58499985,","68.70400009,","68.82099996,","68.93999991,"
"9.871535301,","15.15344048,","16.08880615,","16.26055336,","16.94226074,","17.70851898,","18.21847916,","19.15648651,","19.15648651,","19.83819199,","20.60445213,","21.03250122,","21.88331223,","21.88331223,","22.73676682,","23.4184742,","23.75932693,","24.52558708,","24.78188705,","25.63534164,","26.06074715,","27.08594894,","27.33960724,","28.19306183,","29.04651642,","29.64367104,","30.32537842,","30.7534256,","31.43513298,","31.77598572,","32.46033478,","32.97029495,","33.90830231,","34.33634949,","34.9335022,","35.70240402,","37.15301514,","37.49386597,","38.34732056,","39.03166962,","39.71337509,","40.31053162,","41.07943344,","41.84833527,","42.36093521,","43.30158615,","44.32414627,","44.75219345,","45.0930481,","45.77739716,","46.54629517,","47.48694611,","47.57149887,","48.42759705,","49.19649887,","50.137146,","50.73430252,","51.58775711,","51.84405518,","52.78470612,","53.64080429,","54.06885147,","54.49425507,","54.92230606,","56.11925507,","56.6344986,","57.31620407,","57.74425507,","58.94384766,","59.96904755,","60.39709854,","61.0814476,","61.59404755,","62.36558914,","62.96274567,","63.0499382,","63.73428726,","64.07514191,","64.93123627,","65.95908356,","66.64343262,","67.0714798,","67.75846863,","68.61192322,","68.95542145,","69.63977051,","70.23957062,","71.0111084,","71.95440674,","72.46700287,","73.06680298,","73.40765381,","74.52268982,","75.03529358,","75.46598816,","76.06578064,","76.83732605,","77.09362793,","78.20866394,","78.54951477,","79.49281311,","79.74910736,","80.43610382,","81.37939453,","81.89199829,","82.49443054,","83.26333618,","84.20662689,","84.63731384,","85.58061218,","86.18040466,","87.03914642,","87.2954483,","88.15418243,","88.83853149,","89.52552795,","90.04077148,","90.72776031,","91.1558075,","92.01454926,","92.44259644,","93.4730835,","94.33181763,","94.75987244,","95.7903595,","96.39015198,","96.82083893,","97.67958069,","98.71006775,","98.71006775,","99.65335846,","100.4275436,","101.1145401,","101.6297836,","101.9732742,","102.7474594,","103.8625031,","104.2060013,","104.4649429,","105.4082336,","106.2696152,","106.956604,","107.7307892,","108.6740799,","109.5354614,","109.7917633,","110.4787598,","111.1683884,","111.5990829,","111.9425735,","112.3706207,","112.9730606,","113.4037552,","114.090744,","114.5214386,","115.0366821,","115.2084274,","115.8108673,","115.6391144,","115.5545654,","116.6722488,","116.8439941,","116.9285507,","117.100296,","117.7899246,","117.3592377,","117.7027359,","117.2746887,","117.6181793,","117.3592377,","117.446434,","117.3592377,","116.6722488,","116.4133072,","116.6722488,","115.6391144,","115.2956238,","114.8649292,","114.3496857,","113.7472458,","113.1448135,","112.7167587,","112.4578171,","112.1988754,","112.0271301,","110.6531448,","110.5659485,","110.050705,","109.5354614,","109.1047745,","108.5895309,","108.5023346,","108.0742874,","107.7307892,","107.3846512,","107.5590439,","106.956604,","106.4413605,","106.3541641,","105.7517319,","105.3236771,","105.3236771,","104.8929901,","104.29319,","103.6907578,","103.2627029,","102.7474594,","102.6602707,","102.3167725,","101.5425873,","101.370842,","100.8555984,","100.168602,","100.2557983,","99.74055481,","99.05356598,","98.6228714,","98.6228714,","98.10762787,","97.85132599,","97.42063904,","96.73365021,","96.30560303,","96.21840668,","95.9621048,","95.7903595,","95.19055939,","94.41637421,","94.33181763,","93.90113068,","93.4730835,","93.30133057,","92.95783997,","92.44259644,","92.01454926,","91.92735291,","91.06861115,","90.81230927,","90.64056396,","90.46881866,","89.69727325,","89.18202972,","89.18202972,","89.26922607,","89.01028442,","89.35377502,","88.49504089,","88.06698608,","88.06698608,","87.6389389,","87.37999725,","87.03914642,","86.35214996,","85.92146301,","85.40885925,","84.46556854,","84.12207794,","83.86577606,","83.69402313,","83.0070343,","82.92248535,","82.49443054,","82.06374359,","81.80744171,","81.63569641,","81.20764923,","80.864151,","79.92086029,","79.57736206,","79.40825653,","78.97756958,","78.97756958,","78.54951477,","78.12146759,","77.09362793,","76.921875,","76.15033722,","75.97858429,","75.37879181,","74.69444275,","74.43814087,","73.92289734,","73.83834076,","72.89505005,","72.63874817,","72.37980652,","71.52371216,","71.26741028,","71.18286133,","70.75481415,","70.23957062,","69.72696686,","68.95542145,","68.78367615,","68.35562897,","68.01477051,","67.41497803,","67.33042145,","66.55887604,","66.38713074,","65.95908356,","65.01843262,","65.1029892,","64.33408356,","64.24688721,","64.07514191,","63.30624008,","62.8781929,","62.19384384,","62.10929108,","61.50949478,","61.16600037,","60.90969849,","60.65339661,","59.79730225,","59.71274948,","59.36925125,","58.85665131,","58.85665131,","58.2594986,","57.48795319,","57.6597023,","57.05990601,","56.46274948,","55.95014954,","55.69120789,","55.26580048,","54.92230606,","54.75320053,","54.15340424,","53.81254959,","53.55625153,","52.78470612,","52.87190247,","52.52840424,","51.58775711,","50.64974976,","50.04995346,","49.87820435,","49.5373497,","49.3656044,","48.85300064,","48.76844788,","48.68389511,","47.99954605,","47.65869522,","47.23064423,","47.14609146,","46.46174622,","45.86194992,","45.60564804,","44.92394257,","44.75219345,","44.66764069,","43.81154251,","43.81154251,","43.81154251,","43.38613892,","43.30158615,","42.53268433,","42.27638245,","41.93288803,","41.25117874,","40.7385788,","40.31053162,","39.96967697,","39.45707703,","39.20077515,","39.11622238,","38.77536774,","37.92191315,","37.75016785,","37.06846237,","36.98126602,","36.81216049,","36.64041138,","36.12781143,","35.61521149,","35.18980408,","34.67720413,","34.59265137,","34.16460037,","33.90830231,","33.22659302,","33.22659302,","32.54488754,","32.46033478,","31.26338577,","31.09428024,","30.15627289,","29.89997101,","29.3028183,","28.62111092,","28.44936371,","27.33960724,","27.17050171,","26.9987545,","26.91420174,","26.65790176,","26.06074715,","25.29448891,","25.29448891,","24.78188705,","24.61278152,","23.93107414,","23.59022141,","23.16217232,","22.31136131,","22.22416496,","21.79875946,","21.03250122,","20.35079384,","20.35079384,","19.66908646,","19.66908646,","19.07193375,","19.15648651,","11111,","16.08880615,","15.83514786,","15.6633997,","14.64083958,","14.72539234,","14.04632759,","14.13088036,","13.61827946,","13.19287395,","13.19287395,","12.7674675,","12.34206104,","12.25750828,","11.40405464,","22222,","11.15039635,","10.29958344,","10.3841362,","10.29958344,","9.871535301,","9.786982536,","9.617877007,","8.426211357,","8.254463196,","7.744504929,","8.085357666,","7.575399399,","7.234545708,","6.809139729,","7.062798023,","6.721944809,","6.721944809,","6.637392044,","6.893692493,","6.383733749,","5.617474556,","5.10487318,","5.10487318,","4.679467201,","4.594914436,","4.594914436,","4.766662121,","4.254060745,","4.594914436,","4.084955215,","4.16950798,","4.341256142,","4.000402451,","4.084955215,","4.16950798,","4.084955215,","4.425808907,","4.254060745,","3.828654766,","4.254060745,","4.510361671,","4.084955215,","4.254060745,","4.000402451,","3.744102001,","3.828654766,","4.254060745,","4.425808907,","4.425808907,","4.084955215,","4.254060745,","4.425808907,","4.425808907,","4.510361671,","4.254060745,","4.425808907,","4.425808907,","4.16950798,","4.594914436,","4.425808907,","4.254060745,","4.341256142,","4.341256142,","4.851214886,","4.510361671,","4.594914436,","4.935767651,","5.10487318,","4.000402451,","5.020320415,","4.679467201,","5.020320415,","4.425808907,","4.935767651,","4.679467201,","5.020320415,","4.851214886,","4.851214886,","4.425808907,","4.425808907,","4.510361671,","4.766662121,","4.766662121,","4.766662121,","4.766662121,","4.254060745,","4.254060745,","4.766662121,","4.084955215,","4.000402451,","4.341256142,","4.16950798,","3.744102001,","3.659549236,","3.149590492,","2.639631748,"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
